避難收容處所名稱,縣市及鄉鎮市區,避難收容處所地址,經度,緯度,is_indoor,預計收容人數,最近AQI測站,測站縣市,最近AQI值,測站狀態,距離(km),風險等級
草中社區活動中心,彰化縣鹿港鎮,彰化縣鹿港鎮草中里草中巷2-16號,120.4626,24.1041,True,100,線西,彰化縣,61.0,普通,3.14,Normal
立新國民中學勤學樓地下室/風雨操場,臺中市大里區,甲堤路236號,120.696923,24.104365,True,200,大里,臺中市,47.0,良好,1.95,Normal
光隆國小〈圖書室2樓〉,臺中市太平區,太平區光隆里光興路487巷5號,120.7277,24.1046,True,1773,大里,臺中市,47.0,良好,5.03,Normal
烏日國民中學第1棟2樓,臺中市烏日區,新興路457號,120.617307,24.104763,True,200,忠明,臺中市,54.0,普通,5.78,Normal
光德國中B、C棟教室2樓,臺中市烏日區,烏日區仁德里信義街99號,120.6408,24.1051,True,320,大里,臺中市,47.0,良好,3.87,Normal
立新國民小學D棟大樓地下室/風雨操場,臺中市大里區,立新街338號,120.699567,24.10543,True,250,大里,臺中市,47.0,良好,2.24,Normal
北三棧社區活動中心,花蓮縣新城鄉,順安52-2號,121.621,24.1057,True,35,花蓮,花蓮縣,41.0,良好,15.1,Normal
三和里公兒九公園,臺中市烏日區,三榮路一段與三榮三路口,120.608039,24.106312,False,1000,忠明,臺中市,54.0,普通,6.08,Warning
草中社區發展協會,彰化縣鹿港鎮,草中巷2-16號,120.463263,24.106537,True,60,線西,彰化縣,61.0,普通,2.86,Normal
益民國民小學後棟地下室/運動場,臺中市大里區,益民路二段48號,120.6873,24.107,False,525,大里,臺中市,47.0,良好,1.22,Normal
烏日社區活動中心,臺中市烏日區,烏日區烏日里光日路228號,120.6257,24.1075,True,80,忠明,臺中市,54.0,普通,5.18,Normal
爽文國民中學活動中心/操場,臺中市大里區,永隆三街1號,120.677165,24.107882,False,1470,大里,臺中市,47.0,良好,0.93,Normal
糖友社區活動中心,彰化縣和美鎮,糖友一街80-82號2樓,120.5342,24.108,True,200,彰化,彰化縣,51.0,普通,4.73,Normal
新仁活動中心,臺中市大里區,立新街71號,120.705297,24.108,True,50,大里,臺中市,47.0,良好,2.88,Normal
僑仁國小體育館,臺中市烏日區,中山路一段341號,120.640795,24.108288,True,300,大里,臺中市,47.0,良好,3.94,Normal
樹王活動中心,臺中市大里區,樹王路335號,120.66758,24.108368,True,75,大里,臺中市,47.0,良好,1.47,Normal
和美鎮公所,彰化縣和美鎮,彰化縣和美鎮鹿和路6段337號,120.4943,24.1085,True,150,線西,彰化縣,61.0,普通,3.63,Normal
和東國小,彰化縣和美鎮,彰美路5段210號,120.5015,24.1093,True,500,線西,彰化縣,61.0,普通,4.13,Normal
九德國民小學風雨操場,臺中市烏日區,長春街300號,120.638956,24.109863,True,300,大里,臺中市,47.0,良好,4.17,Normal
和美鎮立幼兒園,彰化縣和美鎮,忠孝路329號,120.5,24.11,True,100,線西,彰化縣,61.0,普通,3.96,Normal
光榮國民中學光榮館/操場,臺中市大里區,東榮路280號,120.686909,24.110479,False,600,大里,臺中市,47.0,良好,1.48,Normal
兒童青少年福利服務中心,臺中市大里區,新光路32號,120.691871,24.110647,True,200,大里,臺中市,47.0,良好,1.83,Normal
永隆國民小學活動中心/操場,臺中市大里區,永隆五街二號,120.676497,24.110842,False,1100,大里,臺中市,47.0,良好,1.26,Normal
和美國小,彰化縣和美鎮,和平路19號,120.495,24.111,True,500,線西,彰化縣,61.0,普通,3.49,Normal
柑井社區活動中心,彰化縣和美鎮,柑竹路331巷21號,120.514,24.111,True,100,線西,彰化縣,61.0,普通,5.11,Normal
和群國中,彰化縣和美鎮,美寮路一段390號,120.519,24.111,True,300,彰化,彰化縣,51.0,普通,5.5,Normal
光隆營區,臺中市大里區,大平區黃竹里光興路1001號,120.730485,24.111229,True,35,大里,臺中市,47.0,良好,5.44,Normal
下犁民眾活動中心,彰化縣線西鄉,下犁路139之1號,120.469995,24.111237,True,80,線西,彰化縣,61.0,普通,2.27,Normal
旭光國小旭光廳2樓,臺中市烏日區,烏日區榮泉里健行路501號,120.592633,24.111637,True,120,西屯,臺中市,40.0,良好,6.14,Normal
僑泰中學育才大樓,臺中市大里區,樹王路342號,120.666962,24.11179,True,250,大里,臺中市,47.0,良好,1.79,Normal
中圍社區活動中心,彰化縣和美鎮,竹社路123號,120.532,24.112,True,100,彰化,彰化縣,51.0,普通,5.21,Normal
樹義國小樂群樓及操場,臺中市南區,福田路11號,120.6574,24.112,False,953,大里,臺中市,47.0,良好,2.54,Normal
興隆里活動中心,臺中市太平區,興隆路76號,120.7323,24.112,True,204,大里,臺中市,47.0,良好,5.64,Normal
永隆里活動中心,臺中市大里區,永隆六街29號,120.673837,24.112793,True,60,大里,臺中市,47.0,良好,1.54,Normal
和美高中,彰化縣和美鎮,彰化縣和美鎮和西里西園路31號,120.4936,24.113,True,500,線西,彰化縣,61.0,普通,3.24,Normal
中寮社區活動中心,彰化縣和美鎮,東興路25號,120.538,24.113,True,60,彰化,彰化縣,51.0,普通,5.24,Normal
長億高中〈體育館.操場〉,臺中市太平區,長億六街一號,120.7216,24.1131,False,5386,大里,臺中市,47.0,良好,4.63,Normal
內新里活動中心,臺中市大里區,中新街9號,120.690859,24.113152,True,75,大里,臺中市,47.0,良好,1.96,Normal
福崙宮,彰化縣鹿港鎮,崙尾巷77-1號,120.447793,24.113156,True,106,線西,彰化縣,61.0,普通,2.98,Normal
東興活動中心,臺中市大里區,永興路260號,120.681226,24.113398,True,50,大里,臺中市,47.0,良好,1.56,Normal
四張社區活動中心,彰化縣和美鎮,鎮西路74號,120.485,24.114,True,100,線西,彰化縣,61.0,普通,2.55,Normal
崇光國民小學崇光樓地下室/操場,臺中市大里區,大明路181號,120.68357,24.115191,False,1000,大里,臺中市,47.0,良好,1.81,Normal
發祥活動中心,南投縣仁愛鄉,瑞和路1-1號,121.160619,24.115564,True,100,埔里,南投縣,52.0,普通,25.48,Normal
臺中高工操場,臺中市南區,高工路191號,120.6612,24.116,False,780,大里,臺中市,47.0,良好,2.53,Normal
楓樹兒童青少年活動中心,臺中市南屯區,南屯區楓樹里楓樹西街二00號,120.6289,24.1161,True,50,忠明,臺中市,54.0,普通,4.17,Normal
私立大明高級中學體育場/禮堂,臺中市大里區,新仁路三段210號,120.685976,24.116491,True,270,大里,臺中市,47.0,良好,2.03,Normal
大崙國小塗溝分校-室外,嘉義縣水上鄉,1-1號,120.6132,24.1165,True,500,忠明,臺中市,54.0,普通,4.85,Normal
竹營社區活動中心,彰化縣和美鎮,和頭路237號,120.5011,24.117,True,100,線西,彰化縣,61.0,普通,3.64,Normal
臺中市南區聯合辦公大樓,臺中市南區,工學路72號5樓,120.6638,24.1171,True,61,大里,臺中市,47.0,良好,2.45,Normal
順安農宅示範中心,花蓮縣新城鄉,草林158號,121.6365,24.1172,True,23,花蓮,花蓮縣,41.0,良好,16.65,Normal
東汴國小〈行政教學大樓.操場〉,臺中市太平區,太平區東汴里山田路100號,120.7958,24.1174,False,575,大里,臺中市,47.0,良好,12.07,Normal
秀林國小收容所,花蓮縣秀林鄉,秀林路76號,121.6244,24.118,True,100,花蓮,花蓮縣,41.0,良好,16.5,Normal
臺中市立大里幼兒園-日新分班,臺中市大里區,日新路383號,120.692373,24.11811,True,80,大里,臺中市,47.0,良好,2.5,Normal
竹園社區活動中心,彰化縣和美鎮,彰新路4段115號,120.525,24.119,True,60,線西,彰化縣,61.0,普通,5.85,Normal
長億永成里活動中心,臺中市太平區,長億路1-1號,120.7209,24.1192,True,815,大里,臺中市,47.0,良好,4.83,Normal
大慶活動中心,臺中市南區,德富路100號,120.6542,24.1196,True,30,大里,臺中市,47.0,良好,3.32,Normal
南區圖書館,臺中市南區,五權南路335號,120.6697,24.1201,True,57,大里,臺中市,47.0,良好,2.45,Normal
祥興活動中心,臺中市大里區,中興路二段祥興3巷10弄34號,120.685927,24.120351,True,20,大里,臺中市,47.0,良好,2.43,Normal
和平國小和平館及操場,臺中市南區,復興路二段57號,120.6607,24.1213,False,513,大里,臺中市,47.0,良好,3.01,Normal
梅村長老教會,南投縣仁愛鄉,西門巷7號,121.11075,24.121767,True,100,埔里,南投縣,52.0,普通,22.35,Normal
月眉社區活動中心,彰化縣和美鎮,和厝路一段276號,120.495,24.122,True,100,線西,彰化縣,61.0,普通,2.84,Normal
犁盛社區活動中心,彰化縣和美鎮,東平路225巷9號,120.527,24.122,True,100,線西,彰化縣,61.0,普通,5.98,Normal
信義國小信義館及操場,臺中市南區,五權南路325號,120.668571,24.1222,False,1440,大里,臺中市,47.0,良好,2.7,Normal
曉陽國小,彰化縣線西鄉,頂犁路158-1號,120.478,24.1227,True,100,線西,彰化縣,61.0,普通,1.35,Normal
中平國中〈活動中心.操場〉,臺中市太平區,中平村太平路 300 號,120.7183,24.1231,False,972,大里,臺中市,47.0,良好,4.82,Normal
頭汴國小〈行政大樓B1〉,臺中市太平區,北田路 20 號,120.7515,24.1232,True,1820,大里,臺中市,47.0,良好,7.86,Normal
頂犁民眾活動中心,彰化縣線西鄉,頂犁路48之1號,120.480918,24.123229,True,100,線西,彰化縣,61.0,普通,1.53,Normal
頭汴里活動中心,臺中市太平區,長龍路二段11巷18號,120.7507,24.1239,True,278,大里,臺中市,47.0,良好,7.81,Normal
建平國小〈會議室1樓、操場〉,臺中市太平區,精美路201號,120.7245,24.1241,False,1419,大里,臺中市,47.0,良好,5.41,Normal
國光國小國光堂及操場,臺中市南區,國光路261號,120.6801,24.1245,False,707,大里,臺中市,47.0,良好,2.77,Normal
中興活動中心,臺中市南區,復新街89號B1,120.6759,24.1247,True,50,大里,臺中市,47.0,良好,2.8,Normal
頭前社區活動中心,彰化縣和美鎮,和頭路595號,120.506,24.125,True,100,線西,彰化縣,61.0,普通,3.82,Normal
禪光育幼院,花蓮縣新城鄉,仁愛路2巷172號,121.6497,24.1257,True,105,花蓮,花蓮縣,41.0,良好,17.9,Normal
福隆里活動中心,臺中市太平區,光興路1463巷8號,120.7345,24.1258,True,294,大里,臺中市,47.0,良好,6.39,Normal
嘉寶社區活動中心,彰化縣和美鎮,福北路221號,120.512,24.126,True,100,線西,彰化縣,61.0,普通,4.4,Normal
四育國中四育館及操場,臺中市南區,復興路二段152號,120.6651,24.126,False,544,大里,臺中市,47.0,良好,3.23,Normal
臺中市立崇倫國中崇倫堂及操場,臺中市南區,忠明南路730號,120.659,24.1261,False,483,忠明,臺中市,54.0,普通,3.4,Warning
臺中市立東峰國中,臺中市東區,仁和路330號,120.68617,24.12626,True,700,大里,臺中市,47.0,良好,3.07,Normal
王田社區運動公園,臺中市大肚區,興和路332號附近,120.5838,24.1264,False,120,西屯,臺中市,40.0,良好,5.21,Normal
臺中市西區萬壽公園,臺中市西區,大墩路旁向上路與向上南路間,120.650622,24.126479,False,3550,忠明,臺中市,54.0,普通,2.99,Warning
國立中興大學附屬臺中高級農業職業學校禮堂,臺中市東區,臺中路283號,120.6856,24.1266,True,700,大里,臺中市,47.0,良好,3.09,Normal
天主教聲遠之家,花蓮縣新城鄉,博愛路31號,121.6513,24.1266,True,53,花蓮,花蓮縣,41.0,良好,18.04,Normal
好修社區活動中心,彰化縣和美鎮,月北路400巷21號,120.494,24.127,True,60,線西,彰化縣,61.0,普通,2.58,Normal
塭仔民眾活動中心,彰化縣線西鄉,塭仔路141號,120.456135,24.128081,True,80,線西,彰化縣,61.0,普通,1.37,Normal
溝內民眾活動中心,彰化縣線西鄉,溝內路34-1號,120.454988,24.128334,True,80,線西,彰化縣,61.0,普通,1.48,Normal
大智國小2樓禮堂,臺中市東區,大智路359號,120.6908,24.1286,True,500,大里,臺中市,47.0,良好,3.46,Normal
新城社區活動中心,花蓮縣新城鄉,博愛路66號,121.6502,24.1288,True,23,花蓮,花蓮縣,41.0,良好,18.25,Normal
興田社區活動中心,花蓮縣新城鄉,新興1街62號,121.6452,24.1301,True,45,花蓮,花蓮縣,41.0,良好,18.25,Normal
線西國小,彰化縣線西鄉,中央路二段135號,120.4697,24.1313,True,100,線西,彰化縣,61.0,普通,0.08,Normal
崇仁活動中心,臺中市南區,柳川西路1段59號,120.6606,24.1314,True,53,忠明,臺中市,54.0,普通,3.02,Normal
紅葉國小梅林分校,南投縣仁愛鄉,慈峰巷40號,121.184631,24.131465,True,100,埔里,南投縣,52.0,普通,28.48,Normal
臺中國小活動中心,臺中市東區,臺中路153號,120.684716,24.131516,True,600,大里,臺中市,47.0,良好,3.6,Normal
線西國中,彰化縣線西鄉,中央路二段145號,120.4687,24.1325,True,100,線西,彰化縣,61.0,普通,0.1,Normal
長億國小〈行政大樓B1、操場、籃球場〉,臺中市太平區,太平三街 295 號,120.7164,24.133,False,1649,大里,臺中市,47.0,良好,5.35,Normal
大忠國民小學一樓課照教室,臺中市大肚區,仁德路60號,120.5542,24.133714,True,40,西屯,臺中市,40.0,良好,7.11,Normal
培英國小,彰化縣和美鎮,彰新路5段310號,120.51,24.134,True,150,線西,彰化縣,61.0,普通,4.16,Normal
寓埔民眾活動中心,彰化縣線西鄉,寓埔路177-1號,120.45949,24.134332,True,80,線西,彰化縣,61.0,普通,1.02,Normal
臺中市西區大勇國小禮堂,臺中市西區,忠明南路515號,120.6578,24.1345,True,100,忠明,臺中市,54.0,普通,2.58,Normal
南屯區公所4樓開放式會議室,臺中市南屯區,永春東路679號,120.6441,24.1347,True,50,忠明,臺中市,54.0,普通,1.94,Normal
線西民眾活動中心,彰化縣線西鄉,中央路二段536巷31號,120.463123,24.135832,True,80,線西,彰化縣,61.0,普通,0.76,Normal
育英國中操場,臺中市東區,育英路30號,120.69813,24.13594,False,500,大里,臺中市,47.0,良好,4.51,Normal
塗厝社區活動中心,彰化縣和美鎮,和厝路2段485號,120.508,24.136,True,60,線西,彰化縣,61.0,普通,3.98,Normal
南屯里活動中心,臺中市南屯區,南屯區南屯里萬和路一段五十號,120.639,24.1363,True,60,忠明,臺中市,54.0,普通,1.75,Normal
臺中市東區區公所禮堂,臺中市東區,長福路245號,120.703797,24.136521,True,1500,大里,臺中市,47.0,良好,4.84,Normal
線西鄉立幼兒園,彰化縣線西鄉,中央路二段386巷128號,120.4668,24.1368,True,200,線西,彰化縣,61.0,普通,0.61,Normal
春社里活動中心2、3樓,臺中市南屯區,南屯區春社里忠勇路二三之十二號,120.612,24.1374,True,200,西屯,臺中市,40.0,良好,2.8,Normal
祥順運動公園,臺中市太平區,宜昌路87巷,120.7128,24.1383,False,9810,大里,臺中市,47.0,良好,5.54,Normal
臺中市東區樂業國小,臺中市東區,樂業路60號,120.194202,24.138354,True,450,線西,彰化縣,61.0,普通,27.9,Normal
宜欣國小〈宜學樓、南大樓〉,臺中市太平區,太平區宜欣里新平路二段100號,120.7153,24.1392,True,1913,大里,臺中市,47.0,良好,5.78,Normal
臺中市西區忠信國小禮堂忠信堂,臺中市西區,林森路155號,120.6686,24.1393,True,100,臺灣大道,臺中市,42.0,良好,2.49,Normal
汴頭社區活動中心,彰化縣伸港鄉,汴頭路189號,120.497037,24.139906,True,40,線西,彰化縣,61.0,普通,2.98,Normal
頂庄民眾活動中心,彰化縣線西鄉,沿海路二段334巷32號,120.4674,24.1403,True,80,線西,彰化縣,61.0,普通,0.97,Normal
永定里社區活動中心,臺中市南屯區,南屯區永定里南美街70號,120.6366,24.1404,True,50,忠明,臺中市,54.0,普通,1.36,Normal
臺中市西區區公所,臺中市西區,金山路11號,120.6712,24.1412,True,50,臺灣大道,臺中市,42.0,良好,2.46,Normal
田新公園管理室,臺中市南屯區,南屯區大墩6街319巷41號1.2.3樓,120.6443,24.1424,False,50,忠明,臺中市,54.0,普通,1.11,Warning
大同里活動中心3樓,臺中市南屯區,南屯區大同里大墩六街一六一號,120.6502,24.1425,True,100,忠明,臺中市,54.0,普通,1.4,Normal
台中公園,臺中市北區,自由路二段與公園路口,120.684074,24.143637,False,2000,臺灣大道,臺中市,42.0,良好,3.25,Normal
臺中市中區老人休閒活動中心,臺中市中區,成功路300號1樓,120.6795,24.1439,True,18,臺灣大道,臺中市,42.0,良好,2.85,Normal
臺中市中區區公所六樓大禮堂,臺中市中區,成功路300號6樓,120.6795,24.1439,True,170,臺灣大道,臺中市,42.0,良好,2.85,Normal
新港社區活動中心,彰化縣伸港鄉,自強路臨30號,120.484731,24.143911,True,40,線西,彰化縣,61.0,普通,2.09,Normal
臺中市光復國小3樓禮堂及內操場,臺中市中區,三民路二段148號,120.681722,24.143934,False,990,臺灣大道,臺中市,42.0,良好,3.03,Normal
興中停車場,臺中市中區,臺灣大道一段及大誠街口,120.6785,24.1442,False,1500,臺灣大道,臺中市,42.0,良好,2.75,Normal
臺中市光復國民小學外操場,臺中市中區,臺中市中區三民路二段與公園路口,120.681723,24.144587,False,1200,臺灣大道,臺中市,42.0,良好,3.0,Normal
伸港國中第二校區,彰化縣伸港鄉,建興路168號,120.489958,24.144634,True,10,線西,彰化縣,61.0,普通,2.56,Normal
坪林國小〈南棟大樓B1.操場〉,臺中市太平區,坪林路45號,120.7371,24.145,False,1136,大里,臺中市,47.0,良好,7.8,Normal
進德國小一樓活動中心,臺中市東區,進化路135號,120.6934,24.1452,True,500,臺灣大道,臺中市,42.0,良好,4.02,Normal
勤益科技大學〈工程館B1.操場〉,臺中市太平區,中山路二段57號,120.7334,24.1464,False,5080,大里,臺中市,47.0,良好,7.63,Normal
大道國中宗堯樓1樓,臺中市大肚區,大肚區仁德路60號,120.548844,24.146936,True,40,西屯,臺中市,40.0,良好,7.11,Normal
地潭社區活動中心,彰化縣和美鎮,晉北路458號,120.516,24.147,True,60,線西,彰化縣,61.0,普通,5.06,Normal
文德宮,彰化縣伸港鄉,嘉二路47號,120.492403,24.147211,True,10,線西,彰化縣,61.0,普通,2.93,Normal
中華國小〈前棟B1、操場〉,臺中市太平區,大源路1-20號,120.726,24.1473,False,1350,臺灣大道,臺中市,42.0,良好,7.15,Normal
富世活動中心,花蓮縣秀林鄉,97號,121.6277,24.1473,True,100,花蓮,花蓮縣,41.0,良好,19.77,Normal
泉州社區活動中心,彰化縣伸港鄉,仁愛路123號,120.480758,24.14783,True,20,線西,彰化縣,61.0,普通,2.15,Normal
太平國中〈行政大樓B1〉,臺中市太平區,中山路二段116號,120.7346,24.1483,True,4241,大里,臺中市,47.0,良好,7.86,Normal
力行國小,南投縣仁愛鄉,新望洋67號,121.189375,24.148371,True,200,埔里,南投縣,52.0,普通,30.07,Normal
伸東國民小學,彰化縣伸港鄉,中華路565號,120.4879,24.1484,True,500,線西,彰化縣,61.0,普通,2.67,Normal
伸港鄉老人文康活動中心,彰化縣伸港鄉,忠孝東街50號,120.4878,24.1486,True,200,線西,彰化縣,61.0,普通,2.68,Normal
惠智公園管理室1、2樓,臺中市南屯區,南屯區三和里大墩十一街五一八號,120.6391,24.1489,False,50,忠明,臺中市,54.0,普通,0.4,Warning
大新活動中心3樓,臺中市南屯區,南屯區大業里大墩十一街六四號,120.6526,24.1489,True,150,臺灣大道,臺中市,42.0,良好,1.19,Normal
蚵寮社區活動中心,彰化縣伸港鄉,蚵寮路132-5號,120.457273,24.149014,True,60,線西,彰化縣,61.0,普通,2.27,Normal
臺中市北區太平國小大禮堂及操場,臺中市北區,北區錦平里太平路74號,120.682,24.1492,False,2000,臺灣大道,臺中市,42.0,良好,2.78,Normal
泉厝社區活動中心,彰化縣伸港鄉,泉厝路44-3號,120.479829,24.149574,True,20,線西,彰化縣,61.0,普通,2.27,Normal
伸仁國民小學,彰化縣伸港鄉,曾家路3之15號,120.4696,24.1499,True,400,線西,彰化縣,61.0,普通,2.03,Normal
湖內社區活動中心,彰化縣和美鎮,湖竹路5號,120.5093,24.1503,True,60,線西,彰化縣,61.0,普通,4.58,Normal
大湖里光大里聯合活動中心,臺中市北區,柳川東路四段28號,120.679493,24.150323,True,80,臺灣大道,臺中市,42.0,良好,2.5,Normal
大肚社區活動中心,臺中市大肚區,沙田路2段646號,120.545482,24.150654,True,41,西屯,臺中市,40.0,良好,7.36,Normal
力行國小活動中心,臺中市東區,進化路223號,120.69394,24.150696,True,800,臺灣大道,臺中市,42.0,良好,3.89,Normal
新港國民國小,彰化縣伸港鄉,和平路60號,120.4768,24.151,True,500,線西,彰化縣,61.0,普通,2.29,Normal
大肚區公所五樓,臺中市大肚區,沙田路2段646號,120.545324,24.151237,True,200,西屯,臺中市,40.0,良好,7.37,Normal
新光國小行政大樓,臺中市太平區,新興路200號,120.7066,24.1524,True,1050,臺灣大道,臺中市,42.0,良好,5.11,Normal
臺中市西區中正國小禮堂中正館,臺中市西區,英才路423號,120.6667,24.1526,True,100,臺灣大道,臺中市,42.0,良好,1.23,Normal
臺中市西區和龍民龍聯合里活動中心中心,臺中市西區,西屯路1段169號,120.6702,24.1535,True,50,臺灣大道,臺中市,42.0,良好,1.49,Normal
老人活動中心,臺中市大肚區,大肚區頂街里大德六街30號,120.540571,24.15352,True,180,線西,彰化縣,61.0,普通,7.65,Normal
大肚國小體育館,臺中市大肚區,大肚區頂街里華山路77號,120.5463,24.1546,True,120,西屯,臺中市,40.0,良好,7.21,Normal
新平國小〈南棟B1、操場、籃球場〉,臺中市太平區,樹孝路三三六巷九號,120.7201,24.1547,False,850,臺灣大道,臺中市,42.0,良好,6.45,Normal
黎明里活動中心,臺中市南屯區,南屯區黎明里干城街150號,120.6296,24.1555,True,60,忠明,臺中市,54.0,普通,1.23,Normal
黃竹國小〈戶外操場〉,臺中市太平區,竹村路41號,120.7344,24.1556,False,128,臺灣大道,臺中市,42.0,良好,7.89,Normal
何南、何成里聯合活動中心,臺中市西屯區,大墩十七街88號3樓,120.648109,24.1557,True,364,忠明,臺中市,54.0,普通,0.82,Normal
大同社區活動中心,彰化縣伸港鄉,大同路82號,120.47616,24.156642,True,20,線西,彰化縣,61.0,普通,2.87,Normal
什股社區活動中心,彰化縣伸港鄉,什股路99-1號,120.47616,24.156642,True,20,線西,彰化縣,61.0,普通,2.87,Normal
臺中市西區忠明國小禮堂忠明館,臺中市西區,臺灣大道1段414號,120.6591,24.1578,True,100,臺灣大道,臺中市,42.0,良好,0.27,Normal
臺中市西區忠明高中禮堂忠明館,臺中市西區,博館路166號,120.6637,24.1579,True,100,臺灣大道,臺中市,42.0,良好,0.72,Normal
新光國中〈活動中心.操場〉,臺中市太平區,樹德九街139號,120.7093,24.1579,False,1917,臺灣大道,臺中市,42.0,良好,5.34,Normal
中和社區活動中心,臺中市大肚區,大肚區中和里南榮路299號,120.544456,24.158601,True,100,西屯,臺中市,40.0,良好,7.36,Normal
營埔社區活動中心,臺中市大肚區,大肚區營埔里營埔巷155號,120.5446,24.158601,True,100,西屯,臺中市,40.0,良好,7.35,Normal
永順社區活動中心,臺中市大肚區,大肚區永順里文昌路2段643號,120.5331,24.1588,True,180,線西,彰化縣,61.0,普通,7.16,Normal
頂街社區活動中心,臺中市大肚區,大肚區頂街里沙田路3段244巷9號,120.5446,24.1589,True,180,西屯,臺中市,40.0,良好,7.35,Normal
臺中市新社區中興合作農場,臺中市新社區,新社區中和里中興街158之1號,120.8262,24.1589,False,36,豐原,臺中市,38.0,良好,13.82,Normal
臺中市北區乾溝子活動中心,臺中市北區,北區淡溝里西屯路一段299號一樓,120.6662,24.1591,True,150,臺灣大道,臺中市,42.0,良好,0.96,Normal
山陽國小防空避難室,臺中市大肚區,大肚區山陽里榮華街630號,120.544865,24.159312,True,70,西屯,臺中市,40.0,良好,7.32,Normal
紅葉國小,南投縣仁愛鄉,仁盛路42號,121.176707,24.159312,True,300,埔里,南投縣,52.0,普通,29.97,Normal
臺中市新社區大林國小,臺中市新社區,新社區福興里美林38號,120.863914,24.159481,True,90,豐原,臺中市,38.0,良好,16.41,Normal
省三國小育德館及操場,臺中市北區,北區邱厝里崇德路一段107號,120.6848,24.1599,False,450,臺灣大道,臺中市,42.0,良好,2.85,Normal
鐵山社區活動中心,彰化縣和美鎮,鎮東路190號,120.519,24.16,True,150,線西,彰化縣,61.0,普通,5.97,Normal
溪底社區活動中心,彰化縣伸港鄉,溪底路103-2號,120.501452,24.160703,True,40,線西,彰化縣,61.0,普通,4.61,Normal
漢口國中（操場）,臺中市西屯區,漢口路一段54之1號,120.657033,24.16176,False,1650,臺灣大道,臺中市,42.0,良好,0.32,Normal
崇德國小收容所,花蓮縣秀林鄉,72號,121.6524,24.162,True,100,花蓮,花蓮縣,41.0,良好,21.87,Normal
何安里活動中心,臺中市西屯區,四川路120號3樓,120.653758,24.162332,True,405,臺灣大道,臺中市,42.0,良好,0.49,Normal
大同國民國小,彰化縣伸港鄉,彰新路7段724號,120.4845,24.1625,True,500,線西,彰化縣,61.0,普通,3.77,Normal
瑞井社區活動中心,臺中市大肚區,大肚區瑞井里瑞井路62巷14之1號,120.572365,24.16335,True,80,西屯,臺中市,40.0,良好,4.52,Normal
臺中市新社區福民國小,臺中市新社區,新社區福興里福民16之7號,120.880962,24.163651,True,90,豐原,臺中市,38.0,良好,17.46,Normal
溫泉部落鄰長家,南投縣仁愛鄉,7鄰溫泉巷18號,121.180117,24.163778,True,50,埔里,南投縣,52.0,普通,30.56,Normal
惠來國小（三期活動中心、操場）,臺中市西屯區,文中路168號,120.6497,24.16493,False,505,臺灣大道,臺中市,42.0,良好,0.98,Normal
海尾社區活動中心,彰化縣伸港鄉,海尾路3-2號,120.485127,24.165165,True,40,線西,彰化縣,61.0,普通,4.07,Normal
西屯區公所,臺中市西屯區,市政北二路386號,120.633793,24.165436,True,372,忠明,臺中市,54.0,普通,1.67,Normal
臺中市北區明德活動中心,臺中市北區,北區明德里太原四街23號二樓,120.6694,24.1657,True,30,臺灣大道,臺中市,42.0,良好,1.49,Normal
臺中市北區行政大樓,臺中市北區,北區賴厝里永興街301號,120.6822,24.166,True,400,臺灣大道,臺中市,42.0,良好,2.7,Normal
臺中市立東山高級中學禮堂、操場,臺中市北屯區,北屯區水景里景賢六路200號,120.7122,24.1666,False,770,臺灣大道,臺中市,42.0,良好,5.69,Normal
定興社區活動中心,彰化縣伸港鄉,定興路63-2號,120.496962,24.166813,True,40,線西,彰化縣,61.0,普通,4.83,Normal
臺中市立三光國民中學（禮堂、操場）,臺中市北屯區,三光一街77號,120.698404,24.167354,False,2235,臺灣大道,臺中市,42.0,良好,4.33,Normal
文昌國民小學（活動中心-弘文堂、操場）,臺中市北屯區,40652 臺中市北屯區昌平路一段91號,120.693207,24.168188,False,1422,臺灣大道,臺中市,42.0,良好,3.84,Normal
中山國中（操場）,臺中市西屯區,寧夏路179號,120.660187,24.168445,False,1375,臺灣大道,臺中市,42.0,良好,1.12,Normal
逢甲國民小學（操場、校舍頂樓）,臺中市北屯區,北坑巷60號,120.759755,24.168462,False,483,豐原,臺中市,38.0,良好,10.0,Normal
臺中市北區長青里活動中心,臺中市北區,北區長青里陝西路66之2號三樓,120.6685,24.1691,True,200,臺灣大道,臺中市,42.0,良好,1.65,Normal
長安國小（操場跑道）,臺中市西屯區,櫻花路18號,120.653078,24.169105,False,242,臺灣大道,臺中市,42.0,良好,1.19,Normal
何福、何德里聯合活動中心,臺中市西屯區,河南路125號3樓,120.662291,24.169681,True,380,臺灣大道,臺中市,42.0,良好,1.33,Normal
協和國小（學生活動中心、操場）,臺中市西屯區,安和路99號,120.620071,24.169862,False,1732,西屯,臺中市,40.0,良好,0.91,Normal
四維國民小學（活動中心）,臺中市北屯區,40654 臺中市北屯區文心路四段956號,120.695314,24.170777,True,304,臺灣大道,臺中市,42.0,良好,4.13,Normal
何源里活動中心,臺中市西屯區,漢成街152號,120.665542,24.170797,True,150,臺灣大道,臺中市,42.0,良好,1.6,Normal
臺中市北區賴興活動中心,臺中市北區,北區賴興里山西路二段125號三、四樓,120.6757,24.1718,True,400,臺灣大道,臺中市,42.0,良好,2.4,Normal
