避難收容處所名稱,縣市及鄉鎮市區,避難收容處所地址,經度,緯度,is_indoor,預計收容人數,最近AQI測站,測站縣市,最近AQI值,測站狀態,距離(km),風險等級
泰武活動中心,屏東縣泰武鄉,大武山一街30號,120.6117,22.6046,True,300,潮州,屏東縣,81.0,普通,10.44,Normal
高雄市立獅甲國民中學,高雄市前鎮區,中山三路43號,120.3083,22.6051,True,1200,前鎮,高雄市,150.0,對所有族群不健康,0.07,High Risk
竹田鄉立幼兒園,屏東縣竹田鄉,龍崗路130號,120.5476216,22.60513,True,200,潮州,屏東縣,81.0,普通,9.23,Normal
高雄市大寮區永芳國民小學,高雄市大寮區,鳳林三路499號,120.395195,22.605277,True,600,鳳山,高雄市,150.0,對所有族群不健康,4.64,High Risk
高雄市前鎮區瑞豐國民小學,高雄市前鎮區,瑞隆路100號,120.337,22.6061,True,1781,復興,高雄市,150.0,對所有族群不健康,2.58,High Risk
金湯營區,高雄市鳳山區,凱旋路1號,120.3623,22.6077,True,400,鳳山,高雄市,150.0,對所有族群不健康,2.33,High Risk
中正營區,高雄市鳳山區,凱旋路1號,120.3623,22.6077,True,500,鳳山,高雄市,150.0,對所有族群不健康,2.33,High Risk
高雄市大寮區山頂國民小學,高雄市大寮區,山頂路211號,120.388806,22.607807,True,200,鳳山,高雄市,150.0,對所有族群不健康,3.93,High Risk
高雄市前鎮區復興國民小學,高雄市前鎮區,民權二路331號,120.311425,22.608203,True,800,復興,高雄市,150.0,對所有族群不健康,0.08,High Risk
高雄市前鎮區樂群國民小學,高雄市前鎮區,育樂路61號,120.322489,22.608234,True,300,復興,高雄市,150.0,對所有族群不健康,1.08,High Risk
山頂里社區活動中心,高雄市大寮區,山頂路178號,120.388518,22.608247,True,250,鳳山,高雄市,150.0,對所有族群不健康,3.88,High Risk
高雄市前鎮區民權國民小學,高雄市前鎮區,沱江街200號,120.314444,22.608482,True,1568,復興,高雄市,150.0,對所有族群不健康,0.25,High Risk
高雄市旗津區旗津國民小學,高雄市旗津區,中洲三路623號,120.2715,22.609,True,120,前金,高雄市,150.0,對所有族群不健康,3.18,High Risk
高雄市竹西里活動中心,高雄市前鎮區,廣東三街73號3樓,120.3198654,22.60930404,True,100,復興,高雄市,150.0,對所有族群不健康,0.81,High Risk
內埔國小,屏東縣內埔鄉,廣濟路2號,120.5659,22.61,True,120,潮州,屏東縣,81.0,普通,9.67,Normal
高雄市立中正高級工業職業學校,高雄市前鎮區,光華二路80號,120.317629,22.610595,True,1000,復興,高雄市,150.0,對所有族群不健康,0.61,High Risk
高雄市立光華國民中學,高雄市前鎮區,和平二路170號,120.322944,22.61083,True,600,復興,高雄市,150.0,對所有族群不健康,1.15,High Risk
內埔鄉文康中心,屏東縣內埔鄉,文化路183號,120.5695,22.611,True,120,潮州,屏東縣,81.0,普通,9.81,Normal
高雄市立瑞豐國民中學,高雄市前鎮區,瑞興街99號,120.331091,22.611085,True,200,復興,高雄市,150.0,對所有族群不健康,1.98,High Risk
內埔國中,屏東縣內埔鄉,文化路262號,120.5705,22.6113,True,120,潮州,屏東縣,81.0,普通,9.85,Normal
大王國小,臺東縣太麻里鄉,文化路60號,121.003685,22.613304,True,100,臺東,臺東縣,44.0,良好,21.82,Normal
高雄市鳳山區新甲國民小學,高雄市鳳山區,新富路255號,120.339923,22.613771,True,2199,鳳山,高雄市,150.0,對所有族群不健康,2.4,High Risk
高雄市苓雅區成功國民小學,高雄市苓雅區,華新街59號,120.297064,22.613929,True,920,前鎮,高雄市,150.0,對所有族群不健康,1.56,High Risk
高雄市前鎮區愛群國民小學,高雄市前鎮區,二聖二路194號,120.312716,22.61396,True,1000,復興,高雄市,150.0,對所有族群不健康,0.59,High Risk
武侯宮,高雄市大寮區,琉球路64號,120.411173,22.613987,True,200,大寮,高雄市,150.0,對所有族群不健康,5.73,High Risk
光武里社區活動中心,高雄市大寮區,民生路317-1號,120.384658,22.614458,True,20,鳳山,高雄市,150.0,對所有族群不健康,3.18,High Risk
高雄市苓洲國民小學,高雄市苓雅區,四維四路61號,120.3005,22.6145,True,855,復興,高雄市,150.0,對所有族群不健康,1.35,High Risk
順安府,臺東縣太麻里鄉,11鄰順安路39號,120.993368,22.614936,True,50,臺東,臺東縣,44.0,良好,22.44,Normal
太麻里鄉老人會館,臺東縣太麻里鄉,11鄰順安路33號,120.993368,22.614936,True,100,臺東,臺東縣,44.0,良好,22.44,Normal
社皮國小,屏東縣萬丹鄉,屏東縣萬丹鄉社皮路二段550號,120.4681,22.615,True,100,屏東,屏東縣,90.0,普通,6.77,Normal
高雄市立英明國民中學,高雄市苓雅區,英明路147號,120.324395,22.615251,True,1382,復興,高雄市,150.0,對所有族群不健康,1.46,High Risk
東寧國小,屏東縣內埔鄉,自強路85號,120.5629,22.6155,True,120,屏東,屏東縣,90.0,普通,10.0,Normal
老人文康活動中心,屏東縣萬丹鄉,屏東縣萬丹鄉大昌路495號,120.4691,22.6157,True,150,屏東,屏東縣,90.0,普通,6.67,Normal
老人文康活動中心,屏東縣萬丹鄉,屏東縣萬丹鄉大昌路495號,120.4691,22.6157,True,150,屏東,屏東縣,90.0,普通,6.67,Normal
廣安國小,屏東縣萬丹鄉,屏東縣萬丹鄉廣安村廣志街8巷15號,120.4905,22.6157,True,30,屏東,屏東縣,90.0,普通,6.39,Normal
竹田國中,屏東縣竹田鄉,龍南路26號,120.524088,22.615722,True,600,屏東,屏東縣,90.0,普通,7.37,Normal
黃厝北極上帝殿,高雄市大寮區,黃厝路35之10號,120.410497,22.616179,True,200,鳳山,高雄市,150.0,對所有族群不健康,5.61,High Risk
富田國小,屏東縣內埔鄉,里仁路202號,120.5401,22.6163,True,120,屏東,屏東縣,90.0,普通,8.27,Normal
高雄市大寮區忠義國民小學,高雄市大寮區,忠義路1號,120.384143,22.616353,True,200,鳳山,高雄市,150.0,對所有族群不健康,3.04,High Risk
高雄市立鳳甲國民中學,高雄市鳳山區,輜汽路300號,120.342588,22.616576,True,1917,鳳山,高雄市,150.0,對所有族群不健康,1.99,High Risk
高雄市鳳山區誠正國民小學,高雄市鳳山區,黃埔新村國校巷78號,120.363867,22.616848,True,641,鳳山,高雄市,150.0,對所有族群不健康,1.42,High Risk
高雄市鳳山區鳳西國民小學,高雄市鳳山區,光華東路100號,120.358728,22.61715,True,1711,鳳山,高雄市,150.0,對所有族群不健康,1.23,High Risk
高雄市鳳山區忠孝國民小學,高雄市鳳山區,新富路630號,120.349428,22.617854,True,1898,鳳山,高雄市,150.0,對所有族群不健康,1.41,High Risk
高雄市立苓雅國民中學,高雄市苓雅區,四維三路176號,120.30541,22.618047,True,945,復興,高雄市,150.0,對所有族群不健康,1.24,High Risk
忠義里里辦公處2樓,高雄市大寮區,商協福利路59-1號,120.382478,22.618515,True,20,鳳山,高雄市,150.0,對所有族群不健康,2.78,High Risk
中興里社區活動中心,高雄市大寮區,文化路2巷2號,120.387461,22.618811,True,25,鳳山,高雄市,150.0,對所有族群不健康,3.25,High Risk
高雄市苓雅區福康國民小學,高雄市苓雅區,漢陽街17號,120.32935,22.618957,True,1764,復興,高雄市,150.0,對所有族群不健康,2.11,High Risk
黃埔營區,高雄市鳳山區,維武路1號,120.3656,22.6192,True,600,鳳山,高雄市,150.0,對所有族群不健康,1.3,High Risk
高雄市立忠孝國民中學,高雄市鳳山區,國泰路2段81號,120.346448,22.619923,True,1800,鳳山,高雄市,150.0,對所有族群不健康,1.45,High Risk
新濱營區,高雄市鼓山區,鼓山一路1號,120.2745,22.6202,True,230,前金,高雄市,150.0,對所有族群不健康,1.98,High Risk
高雄市政府社會局安琪兒家園,高雄市苓雅區,四維三路2號9樓,120.312,22.6205,True,3,復興,高雄市,150.0,對所有族群不健康,1.31,High Risk
高雄市政府社會局陽光家園,高雄市苓雅區,四維三路2號9樓,120.312,22.6205,True,3,復興,高雄市,150.0,對所有族群不健康,1.31,High Risk
高雄市苓雅區五權國民小學,高雄市苓雅區,三多二路100號,120.324166,22.62062,True,582,復興,高雄市,150.0,對所有族群不健康,1.82,High Risk
育英國小,屏東縣內埔鄉,育文路73號,120.5815,22.6207,True,120,潮州,屏東縣,81.0,普通,11.05,Normal
高雄市立高雄高級女子中學,高雄市前金區,五福三路122號,120.2927,22.6209,True,1145,前金,高雄市,150.0,對所有族群不健康,1.57,High Risk
高雄市鹽埕區光榮國民小學,高雄市鹽埕區,大智路150號,120.288,22.621,True,200,前金,高雄市,150.0,對所有族群不健康,1.44,High Risk
謝府元帥廟,高雄市大寮區,前庄路49號,120.393778,22.621389,True,50,鳳山,高雄市,150.0,對所有族群不健康,3.81,High Risk
高雄市鹽埕區忠孝國民小學,高雄市鹽埕區,大智路71號,120.2852,22.6216,True,563,前金,高雄市,150.0,對所有族群不健康,1.38,High Risk
沙鹿幼兒園埔子分班,臺中市沙鹿區,正義路218號,120.3381,22.6219,True,116,鳳山,高雄市,150.0,對所有族群不健康,2.1,High Risk
高雄市苓雅區四維國民小學,高雄市苓雅區,青年一路103號,120.312653,22.623092,True,2236,復興,高雄市,150.0,對所有族群不健康,1.6,High Risk
翁園里社區活動中心,高雄市大寮區,翁園路79之1號,120.408663,22.623246,True,60,鳳山,高雄市,150.0,對所有族群不健康,5.29,High Risk
高雄市大寮區翁園國民小學,高雄市大寮區,翁園路79號,120.408663,22.623246,True,400,鳳山,高雄市,150.0,對所有族群不健康,5.29,High Risk
高雄市鼓山區鼓山國民小學,高雄市鼓山區,臨海二路50號,120.2713,22.6236,True,745,前金,高雄市,150.0,對所有族群不健康,1.96,High Risk
高雄市立鹽埕國民中學,高雄市鹽埕區,新樂街46號,120.2879,22.6236,True,300,前金,高雄市,150.0,對所有族群不健康,1.15,High Risk
高雄市鹽埕區鹽埕國民小學,高雄市鹽埕區,五福四路183號,120.2829,22.6237,True,100,前金,高雄市,150.0,對所有族群不健康,1.2,High Risk
高雄市鳳山區大東國民小學,高雄市鳳山區,大東一路1號,120.362625,22.623852,True,367,鳳山,高雄市,150.0,對所有族群不健康,0.71,High Risk
高雄市苓雅區福東國民小學,高雄市苓雅區,福德三路96號,120.3269,22.6241,True,1087,復興,高雄市,150.0,對所有族群不健康,2.29,High Risk
高雄市立新興高級中學,高雄市新興區,五福二路218號,120.304,22.6244,True,1091,復興,高雄市,150.0,對所有族群不健康,1.93,High Risk
鹽埕區公所11樓大禮堂,高雄市鹽埕區,大仁路6號8樓,120.2868,22.6248,True,50,前金,高雄市,150.0,對所有族群不健康,1.01,High Risk
高雄市鳳山區鳳山國民小學,高雄市鳳山區,中山路231號,120.356507,22.624823,True,873,鳳山,高雄市,150.0,對所有族群不健康,0.38,High Risk
鳳山區公所大禮堂,高雄市鳳山區,經武路30號,120.3592,22.6252,True,200,鳳山,高雄市,150.0,對所有族群不健康,0.37,High Risk
高雄市立鳳山國民中學,高雄市鳳山區,中山東路227號,120.372009,22.625285,True,2327,鳳山,高雄市,150.0,對所有族群不健康,1.53,High Risk
高雄市立高雄高級高商職業學校,高雄市新興區,五福二路3號,120.3095,22.6257,True,1036,復興,高雄市,150.0,對所有族群不健康,1.91,High Risk
高雄市前金區前金國民小學,高雄市前金區,大同二路61號,120.293922,22.626351,True,1564,前金,高雄市,150.0,對所有族群不健康,1.12,High Risk
高雄市立中正高級中學,高雄市苓雅區,中正一路8號,120.338791,22.626491,True,3294,鳳山,高雄市,150.0,對所有族群不健康,1.92,High Risk
高雄市新興區新興國民小學,高雄市新興區,民生一路321號,120.305317,22.627003,True,1182,前金,高雄市,150.0,對所有族群不健康,2.05,High Risk
萬安活動中心,屏東縣泰武鄉,1鄰3號,120.6384,22.6274,True,100,潮州,屏東縣,81.0,普通,14.05,Normal
前金區公所5樓大禮堂,高雄市前金區,自強二路169號三、四樓,120.2943,22.6276,True,25,前金,高雄市,150.0,對所有族群不健康,1.04,High Risk
高雄市新興區大同國民小學,高雄市新興區,大同一路231號,120.2985,22.628,True,964,前金,高雄市,150.0,對所有族群不健康,1.37,High Risk
高雄市鳳山區中正國民小學,高雄市鳳山區,勝利路2號,120.37408,22.628249,True,0,鳳山,高雄市,150.0,對所有族群不健康,1.71,High Risk
溪寮里社區活動中心,高雄市大寮區,溪寮路54之1號,120.420494,22.628398,True,60,鳳山,高雄市,150.0,對所有族群不健康,6.47,High Risk
基督教鳳山長老教會,高雄市鳳山區,中正路172號,120.361,22.6284,True,150,鳳山,高雄市,150.0,對所有族群不健康,0.37,High Risk
高雄市立前金國民中學,高雄市前金區,六合二路278號,120.2905,22.6294,True,1218,前金,高雄市,150.0,對所有族群不健康,0.63,High Risk
國立鳳山高級中學,高雄市鳳山區,光復路二段130號,120.345723,22.629893,True,200,鳳山,高雄市,150.0,對所有族群不健康,1.22,High Risk
排灣社區活動中心,屏東縣瑪家鄉,5鄰58號,120.6264,22.63,True,148,潮州,屏東縣,81.0,普通,13.64,Normal
高雄市苓雅區中正國民小學,高雄市苓雅區,輔仁路100號,120.333309,22.630177,True,1855,鳳山,高雄市,150.0,對所有族群不健康,2.49,High Risk
高雄市鳳山區瑞興國民小學,高雄市鳳山區,博愛路271號,120.368353,22.63018,True,1309,鳳山,高雄市,150.0,對所有族群不健康,1.14,High Risk
鳳山街友服務中心,高雄市鳳山區,博愛路477巷18號,120.3648,22.6303,True,32,鳳山,高雄市,150.0,對所有族群不健康,0.79,High Risk
高雄市大寮區溪寮國民小學,高雄市大寮區,溪寮路69號,120.420439,22.630524,True,100,鳳山,高雄市,150.0,對所有族群不健康,6.47,High Risk
高雄市鳳山區中山國民小學,高雄市鳳山區,光復路一段120巷8號,120.349906,22.630617,True,1759,鳳山,高雄市,150.0,對所有族群不健康,0.82,High Risk
高雄市立青年國民中學,高雄市鳳山區,青年路二段89號,120.349,22.630785,True,376,鳳山,高雄市,150.0,對所有族群不健康,0.91,High Risk
泰安國小,屏東縣內埔鄉,壽比路116號,120.5943,22.6308,True,120,屏東,屏東縣,90.0,普通,11.88,Normal
北里活動中心,臺東縣太麻里鄉,三鄰北太麻里二0-四號,120.9994,22.6313,True,30,臺東,臺東縣,44.0,良好,20.75,Normal
高雄市新興區信義國民小學,高雄市新興區,中正三路32號,120.311,22.6316,True,1091,前金,高雄市,150.0,對所有族群不健康,2.5,High Risk
高雄市鼓山區壽山國民小學,高雄市鼓山區,鼓山二路37巷24號,120.280013,22.631757,True,345,前金,高雄市,150.0,對所有族群不健康,0.73,High Risk
高雄市前金區建國國民小學,高雄市前金區,自立二路111號,120.2979,22.6324,True,516,前金,高雄市,150.0,對所有族群不健康,1.16,High Risk
高雄市立壽山國民中學,高雄市鼓山區,鼓山二路37巷108號,120.278437,22.633012,True,745,前金,高雄市,150.0,對所有族群不健康,0.86,High Risk
高雄市三民區河濱國民小學,高雄市三民區,市中一路339號,120.2878,22.634,True,745,前金,高雄市,150.0,對所有族群不健康,0.11,High Risk
高雄市新興區七賢國民小學,高雄市新興區,七賢一路393號,120.307,22.634,True,1091,前金,高雄市,150.0,對所有族群不健康,2.08,High Risk
高雄市鳳山區文華國民小學,高雄市鳳山區,文化路52號,120.352746,22.6344,True,3170,鳳山,高雄市,150.0,對所有族群不健康,0.85,High Risk
高雄市大寮區中庄國民小學,高雄市大寮區,中庄路59號,120.397497,22.634717,True,100,鳳山,高雄市,150.0,對所有族群不健康,4.18,High Risk
"千歲,千北,立德,鳳南聯合里活動中心",高雄市三民區,三民街222號,120.2906,22.6354,True,200,前金,高雄市,150.0,對所有族群不健康,0.43,High Risk
三塊厝聯合里活動中心,高雄市三民區,三民街39-1號,120.2958,22.6361,True,500,前金,高雄市,150.0,對所有族群不健康,0.96,High Risk
高雄市苓雅區凱旋國民小學,高雄市苓雅區,憲政路235號,120.319935,22.636415,True,1273,復興,高雄市,150.0,對所有族群不健康,3.19,High Risk
高雄市立中庄國民中學,高雄市大寮區,光明路三段1437號,120.401844,22.636416,True,800,鳳山,高雄市,150.0,對所有族群不健康,4.65,High Risk
高雄市三民區三民國民小學,高雄市三民區,建國三路216號,120.2911,22.6367,True,818,前金,高雄市,150.0,對所有族群不健康,0.54,High Risk
鼓山區行政中心七樓大禮堂,高雄市鼓山區,鼓山二路166號,120.281,22.6368,True,20,前金,高雄市,150.0,對所有族群不健康,0.67,High Risk
江山里社區活動中心,高雄市大寮區,江山路51號,120.411378,22.63768,True,30,鳳山,高雄市,150.0,對所有族群不健康,5.64,High Risk
高雄市大寮區後庄國民小學,高雄市大寮區,民揚路28號,120.389503,22.637822,True,360,鳳山,高雄市,150.0,對所有族群不健康,3.46,High Risk
屏東市公館國小,屏東縣屏東市,公華街182號,120.4822,22.6379,True,630,屏東,屏東縣,90.0,普通,3.96,Normal
高雄市立高雄高級中學,高雄市三民區,建國三路50號,120.298,22.6382,True,2794,前金,高雄市,150.0,對所有族群不健康,1.25,High Risk
高雄市三民區光武國民小學,高雄市三民區,光武路35號,120.3343,22.6388,True,1564,鳳山,高雄市,150.0,對所有族群不健康,2.65,High Risk
北辰宮,高雄市鳳山區,北辰街1號,120.3658,22.6393,True,100,鳳山,高雄市,150.0,對所有族群不健康,1.51,High Risk
高雄市鼓山區鼓岩國民小學,高雄市鼓山區,河邊街155號,120.283,22.6401,True,364,前金,高雄市,150.0,對所有族群不健康,0.79,High Risk
